NUMERO AGENCIA,RAZON SOCIAL,ESTADO1,TELEFONO,EJECUTIVO,CIUDAD,MUNICIPIO,PROVINCIA,LONGITUD,LATITUD,CALLE,SECTOR,Com.Aplicada,Com.Faltante,Descuento_ISR
137695,FARM.WILL,A,0000000000,RD.SVicioso,"VILLA HERMOSA, LA ROMANA",N/A,La Romana,,,N/A,N/A,8.11,5.89,10
138025,COLMADO GALVEZ,A,0000000000,RD.ECollado.KHolguin,HERRERA (SANTO DOMINGO NORTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
138202,SUPER COLMADO HUGO,A,0000000000,RD.WPerez,SABANA PERDIDA(SANTO DOMINGO NORTE),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
138459,MADAI MULTI SERVICIOS,A,0000000000,RD.SVicioso,VISTA HERMOSA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
138533,BANCA ANTONY,A,0000000000,RD.ATejeda,SAN JOSE DE OCOA,N/A,San José de Ocoa,,,N/A,N/A,8.11,5.89,10
138534,BANCA ANTONY,A,0000000000,RD.ATejeda,SAN JOSE DE OCOA,N/A,San José de Ocoa,,,N/A,N/A,8.11,5.89,10
138611,FRANCIS,A,0000000000,RD.MGarciaJavier.FHidalgo,YAMAS,N/A,Monte Plata,,,N/A,N/A,8.11,5.89,10
138653,BANCA LILY,A,0000000000,RD.MGarciaJavier.FHidalgo,YAMASA (MONTE PLATA),N/A,Monte Plata,,,N/A,N/A,8.11,5.89,10
138792,VENDEDOR AMBULANTE,A,0000000000,RD.Jalvarez,CRISTO REY,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
138811,TRONCOSO SAN CRISTOBAL,A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO OESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
138845,COLMADO DAULIN,A,0000000000,RD.ECollado.JBeriguete,FERIA GANADERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
138885,COLM LOS CANITOS,A,0000000000,RD.EMontero,CAMBOLLA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
138997,COLMADO ESTEBAN.,A,0000000000,RD.DSantana,HIGUEY,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
139021,COL TIPICO,A,0000000000,RD.Almonte.CarlosRodriguez,MELLA I,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
139099,COL EL RUBIO,A,0000000000,RD.NCepeda,MEJORAMIENTO SOCIAL (SANTO DOMINGO),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139225,CAF. ANGELICA,A,0000000000,RD.DRosarioR,VILLA VIRGILIO STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139330,COL. PALACIO 2,A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO OESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
139401,CAFETERIA ELIEZER,A,0000000000,RD.ASalcedo.LSalcedo,LAGUNA SALADA,N/A,Valverde,,,N/A,N/A,8.11,5.89,10
139405,COLMADO CUCHO - JOSE MENDOZA,A,0000000000,RD.MGarciaJavier,VILLAS AGRICOLAS (SANTO DOMINGO),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139470,COLMADO MI SUEÑO III,A,0000000000,RD.ECollado.JBeriguete,HERRERA (SANTO DOMINGO OESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139477,COLMADO STARLING 2,A,0000000000,RD.MCastillo,VERON,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
139506,COLMADO ELVIN,A,0000000000,RD.ECollado.ELara,HERRERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
139618,COLMADO AMY,A,0000000000,RD.DRosarioR,LOS MAMEYES,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139663,COL. ALMA ROSA,A,0000000000,RD.DRosarioR,VILLA DUARTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139664,COL. ARISMEL,A,0000000000,RD.DRosarioR,ALMA ROSA STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139665,COL. BARTOLO,A,0000000000,RD.DRosarioR,LOS MAMEYES,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139733,COL. LA PISCINA,A,0000000000,RD.JMella,PEND,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
139764,COLMADO LOS NIÑOS,A,0000000000,RD.DSantana,HIGUEY ( LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
140081,MINIMARKET JOSE(LA CULEBRA),A,0000000000,RD.Almonte,HOSPEDAJE YAQUE,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
140276,COL MARIDALIA,A,0000000000,RD.JBoves,SAN JOSE DE OCOA,N/A,San José de Ocoa,,,N/A,N/A,8.11,5.89,10
140310,COL CASTILLO AMADO,A,0000000000,RD.ECollado.RMurray,LOS PRADITOS,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140349,DE LO MIO,A,0000000000,RD.MCastillo,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
140369,COLMADO VALDEZ 1,A,0000000000,RD.ECollado.RMurray,BELLA VISTA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140370,COLMADO JAISON II,A,0000000000,RD.ECollado.RecargaSolutions,HERRERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140480,CAFETERIA COSTA CARIBE,A,0000000000,RD.ECollado.NCarrasco,KM 10 1/2 CARR SANCHEZ,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140494,BODEGA POPEYE (NACO),A,0000000000,RD.ECollado.NCarrasco,BELLA VISTA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140566,MOTO PRESTAMO PIÑA,A,0000000000,RD.CPeña.WEspinal,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
140577,CAFETERIA NIURKA (cien fuegos),A,0000000000,RD.Almonte,GURABO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
140622,MARKET NAUT SARASOTA,A,0000000000,RD.ECollado.NCarrasco,BARRIO INVI,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140692,COLMADO JOSE MEJIA,A,0000000000,RD.ECollado.RMurray,MIRADOR NORTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
140725,COLMADO REYNALDO,A,0000000000,RD.DSantana,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
140771,COL. MAFAFA 2,A,0000000000,RD.Jalvarez,VILLA FRANCISCA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
140790,COLMADO ALEX,A,0000000000,RD.SVicioso.SBaez,VILLA HERMOSA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
140993,COMERCIAL LOS HERMANOS,A,0000000000,RD.SVicioso.SBaez,BAYAHIBE,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
141059,BANCA ANTONY,A,0000000000,RD.ATejeda,OCOA,N/A,San José de Ocoa,,,N/A,N/A,8.11,5.89,10
141086,GRAN PODER DE DIOS,A,0000000000,RD.DRosarioR,VILLA DUARTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141145,COL 3 HERMANA,A,0000000000,RD.NMedina,LOS TANQUESITOS STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141202,COLMADO ROSELY,A,0000000000,RD.ClienteCalle,VILLA MELLA (SANTO DOMINGO NORTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141204,COLMADO SEPULVEDA,A,0000000000,RD.RFiguereo,DISTRITO NACIONAL,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141205,COLMADO ARISMENDI,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141208,COLMADO ROA,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141209,COLMADO LA TAMBORA,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141243,COLMADO CLAUDIA,A,0000000000,RD.WCaraballo,CUCAMA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
141244,COL MERENGUE,A,0000000000,RD.NCepeda,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141313,BODEGA EL BARATON,A,0000000000,RD.FSuazo,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141319,EL CONDE MINI MARKET,A,0000000000,RD.Almonte,LOS REYES,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
141344,BODEGA BRENDERY (TOÑO),A,0000000000,RD.ECollado.NCarrasco,LOS JARDINES DE NORTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141414,LA MAMA DE TODOS,A,0000000000,RD.EMontero,CABRAL BARAHONA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
141420,JS COMUNICACIONES,A,0000000000,RD.NCepeda,VIETNAM (LOS MINAS),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141421,BODEGA SAN PABLO UNIVERSIDAD,A,0000000000,RD.ECollado.NCarrasco,LA JULIA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141422,COLMADO EL SOL,A,0000000000,RD.ECollado.KHolguin,MANOGUAYABO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141550,SURTIDORA EL MENOR,A,0000000000,RD.EMontero,BARAHONA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
141660,COLMADO AQUILE,A,0000000000,RD.RFiguereo,LOS ALCARRIZOS (SANTO DOMINGO NORTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
141680,BANCA CELIA GONZALBO,A,0000000000,RD.WCaraballo,LA AVIACION,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
141724,BODEGA ALEYDY - EVARISTO MORALES,A,0000000000,RD.ECollado.NCarrasco,URB. TROPICAL,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
141753,MINI MARKET ESPINAL,A,0000000000,RD.ASalcedo.LSalcedo,GURABO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
142051,COMERCIAL LA BENDICION,A,0000000000,RD.DSantana,CENTRO DE CIUDAD (LA ROMANA),N/A,La Romana,,,N/A,N/A,8.11,5.89,10
142088,FAR BANEGA,A,0000000000,RD.ASalcedo.LSalcedo,PADRE LA CASA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
142089,COLMADO MI BARRIO,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
142133,ISIDRO 111AGRICOLA,A,0000000000,RD.MGarciaJavier,ENSANCHE LUPERON  (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
142143,COLMADO JOSELO,A,0000000000,RD.CPeña.SFranco,LA ROMANA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
142275,SP. COL. GORDO,A,0000000000,RD.NMedina,BOCA CHICA STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142291,COL ECONOMIA FERNANDITO,A,0000000000,RD.NMedina,BOCA CHICA SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142348,COLMADO RAFELITO,A,0000000000,RD.RFiguereo,VILLA DUARTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142354,COL. HILDA,A,0000000000,RD.NMedina,BOCA CHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142358,COLMADO DOMINGUEZ CANELA,A,0000000000,RD.CPeña.CPena,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
142359,BODEGA PUJOL,A,0000000000,RD.DSantana.FAcosta,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
142361,BANCA RAUL II,A,0000000000,RD.DSantana.FAcosta,LA ROMANA (VILLA VERDE),N/A,La Romana,,,N/A,N/A,8.11,5.89,10
142503,COL SANCHEZ 2,A,0000000000,RD.NMedina,BOCA CHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142506,COL SOFIA,A,0000000000,RD.NMedina,BOCA CHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142607,COLMADO NUEVO PICNIC,A,0000000000,RD.ECollado.NCarrasco,ENS. LA PAZ,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
142693,COL. CALLE 16,A,0000000000,RD.DRosarioR,VILLA DUARTE (SANTO DOMINGO),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
142791,COL HENRY,A,0000000000,RD.MCastillo,BAVARO,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143067,COL J Y J,A,0000000000,RD.NMedina,BOCA CHICA SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143096,COL DANNY LOS TANQUECITO,A,0000000000,RD.NMedina,BOCA CHICA SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143108,COL ARACELIS,A,0000000000,RD.MCastillo,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143133,COL BELLA VISTA 1,A,0000000000,RD.MCastillo,BAVARO,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143238,BODEGA EMMANUEL,A,0000000000,RD.RFiguereo,VILLA DUARTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143239,COLMADO EL VECINO,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143259,COLMADO CASTILLO,A,0000000000,RD.ECollado.KHolguin,VILLA MELLA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143300,BODEGA SERRALLES,A,0000000000,RD.ECollado.NCarrasco,ARROYO HONDO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143308,COL SAN MARTIN,A,0000000000,RD.MCastillo,VERON,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143326,COL LUIS ESTRELLA,A,0000000000,RD.NCepeda,VILLA CONSUELO (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143375,PEREZ-REPUESTOS,A,0000000000,RD.SVicioso.SBaez,VISTA HERMOSA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143396,COL RUBI,A,0000000000,RD.CPeña.SFranco,PEQUIN,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
143467,GENESIS,A,0000000000,RD.JMella,GAZCUE (SANTO DOMINGO),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143566,FAMILIA DE DIOS-2,A,0000000000,RD.DRosarioR,VILLA DUARTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143570,COL MATEO,A,0000000000,RD.NMedina,BOCA CHICA STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143579,COLMADO LESLY,A,0000000000,RD.Jalvarez,CRISTO REY,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143601,JEHOVA R 3,A,0000000000,RD.SVicioso,VISTA HERMOSA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143604,SUP. COL. MARTIN II,A,0000000000,RD.DRosarioR,SAN ISIDRO STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143615,MINI TEXACO,A,0000000000,RD.WCaraballo,QUISQUELLA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143651,COL. ANDREINA *,A,0000000000,RD.NMedina,BOCA CHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143664,PICA POLLO VIANNA,A,0000000000,RD.ECollado.JNunez,LOS ALCARRIZOS,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143667,COL LA RUTA 1,A,0000000000,RD.DSantana.FAcosta,PEND,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143669,COL SEBASTIAN,A,0000000000,RD.DSantana.FAcosta,PEND,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143673,COMERCIAL R&R,A,0000000000,RD.SVicioso.SBaez,VISTA HERMOSA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143675,COL. BELLA LUZ 4TA,A,0000000000,RD.DRosarioR,LOS MAMEYES,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143740,LITO CEL,A,0000000000,RD.SVicioso,VISTA HERMOSA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143778,COLMADO NUEVO RENACER,A,0000000000,RD.RASoriano,LA ALTAGRACIA,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143788,COLMADO MI PROPIO ESFUERZO,A,0000000000,RD.RASoriano,VERON (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143807,NO CARGA REPARACION,A,0000000000,RD.WCaraballo,LA AVIACION,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143808,COL BULPEN 1,A,0000000000,RD.MGarciaJavier,VILLA MELLA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143834,COLMADO PAYANO II,A,0000000000,RD.RFiguereo,LOS MAMEYES (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143851,COLMADO YUDDY (MENDOZA) II,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143908,COLMADO VALENTINA,A,0000000000,RD.RASoriano,BAVARO (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
143923,COLMADO PAPOLO,A,0000000000,RD.WCaraballo,VILLA VERDE,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
143932,COL JAURI J4,A,0000000000,RD.MGarciaJavier.EMontero,LAS CAÑITAS (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143944,SUPER BODEGA LA CLAVE,A,0000000000,RD.ECollado.JNunez,PUELO NUEVO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143946,COLMADO BANI,A,0000000000,RD.ECollado.JNunez,EL CAFE DE HERRERA (SANTO DOMINGO OESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
143951,ALTA VISTA 1,A,0000000000,Rd.ECollado.SMoreta,EL CAFÉ DE HERRERA (SANTO DOMINGO OESTE),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143959,COLMADO LA FUGA ll,A,0000000000,RD.ECollado.NCarrasco,ENS. KENNEDY,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
143977,ARROCERA LOS 3 HERMANOS,A,0000000000,Rd.ECollado.SMoreta,SANTO DOMINGO OESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144026,COLMADO JORGE 2,A,0000000000,RD.DSantana,CENTRO DE LA CIUDAD (LA ROMANA),N/A,La Romana,,,N/A,N/A,8.11,5.89,10
144128,COLMADO ABREU JARDINES,A,0000000000,RD.ECollado.NCarrasco,GACELA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144129,BODEGA DON RAFA JARDINES,A,0000000000,RD.ECollado.NCarrasco,URB. TROPICAL,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144130,SUPER COLMADO LANTIGUA,A,0000000000,RD.ECollado.KHolguin,EL MILLON,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144275,COLMADO ANDRES 2,A,0000000000,RD.DRosarioR,LOS MAMEYES,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
144378,COLMADO AMANDA,A,0000000000,RD.DRosarioR,LOS MAMEYES (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
144394,PARQUE INDUSTRIAL TAMBORIL,A,0000000000,RD.Almonte,TAMBORIL,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
144519,COLMADO GORQUITO,A,0000000000,RD.ECollado.RMurray,EVARISTO MORALES,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144548,COLMADO UREÑA,A,0000000000,RD.ECollado.RMurray,HERRERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144569,COL. LIDIA OCOA 1,A,0000000000,RD.MGarciaJavier,GAZCUE (SANTO DOMNINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144705,SUPER MARKET EL GERALD,A,0000000000,RD.DRosarioR,ENSANCHE ISABELITA STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
144758,ROMULO SORIANO 1,A,0000000000,RD.RASoriano,HIGUEY (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
144766,ROMULO SORIANO 05,A,0000000000,RD.RASoriano,HIGUEY (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
144777,COL ANGEL,A,0000000000,RD.ECollado.JNunez,BELL VISTA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144780,BODEGA QUISQUEYA,A,0000000000,RD.ECollado.NCarrasco,CAFE DE HERRERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144798,COLMADO AMILKAR (INVI),A,0000000000,RD.ECollado.NCarrasco,ENS. QUISQUEYA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144808,BODEGA INDEPENDENCIA 2,A,0000000000,RD.ECollado.NCarrasco,ENS. QUISQUEYA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144815,COLMADO PLAZA CAIMAN,A,0000000000,RD.BRosario,SAN LUIS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
144845,COL LABARANDA,A,0000000000,RD.MGarciaJavier.EMontero,GASCUE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
144848,COLMADO LOS MORENOS FEOS,A,0000000000,RD.Almonte,LOS CIRUELITOS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
144877,COL LOLO,A,0000000000,RD.MCastillo,HIGUEY (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
144878,COL PINGUA,A,0000000000,RD.MCastillo,HIGUEY (LA ALTAGRACIA),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
144897,COL AYBAR,A,0000000000,RD.ASalcedo.GSalcedo,PUEBLO NUEVO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
144906,BANCA QUISQUEYA,A,0000000000,RD.Slayni Decamps,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
145022,COLMADO RICHARD FRANK (MALECON),A,0000000000,RD.ECollado.NCarrasco,BELLA VISTA (DISTRITO NACIONAL),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145079,COLMADO SANCHEZ,A,0000000000,RD.ECollado.JBeriguete,BUENOS AIRES HERRERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145118,COL L Y P,A,0000000000,RD.NMedina,EL VALIENTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
145138,EL BILLY,A,0000000000,RD.MGarciaJavier.FHidalgo,YAMASA,N/A,Monte Plata,,,N/A,N/A,8.11,5.89,10
145180,COLMADO PANADERO,A,0000000000,RD.Almonte.CarlosRodriguez,LAS COLINAS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145227,N/D,A,0000000000,RD.ECollado.NCarrasco,ALTOS DEL PEDREGAL,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145330,MINI MARKET VENTURA (ALFONSO),A,0000000000,RD.Almonte.CarlosRodriguez,EL DESPERTAR,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145344,COLMADO POPULAR,A,0000000000,RD.ECollado.KHolguin,ENS. LUPERON,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145382,COLMADO CIBAO,A,0000000000,RD.ECollado.RMurray,ROCA DEL MAR,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145391,COL. MIGUELITO (OLOF PALME),A,0000000000,RD.ECollado.NCarrasco,ENS. LA FE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145453,"COL JUAN, SOSUA ABAJO.",A,0000000000,RD.FNolasco,PUERTO PLATA,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
145454,"COL YUBELY, MONTELLANO.",A,0000000000,RD.FNolasco,PUERTO PLATA,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
145564,COLMADO URIBE,A,0000000000,Rd.ECollado.SMoreta,INVI,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145662,"VARIEDADES BRITO, POP.",A,0000000000,RD.FNolasco,PUERTO PLATA,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
145671,ARROCERA LOS 3HNOS 2,A,0000000000,Rd.ECollado.SMoreta,ZONA UNIVERSITARIA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145672,COL EL BUHO,A,0000000000,Rd.ECollado.SMoreta,ENSANCHE LA PAZ,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145675,COLMADO POPULAR,A,0000000000,RD.ECollado.RMurray,HERRERA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145687,COLMADO POLIN,A,0000000000,RD.ECollado.RecargaSolutions,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
145718,COLMADO APREZIO,A,0000000000,RD.DSantana,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
145743,COLMADO QUEZADA,A,0000000000,RD.Almonte.DPolanco,LICEY,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145764,COL. BRETON I,A,0000000000,RD.DPaulino,MENDOZA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
145882,COLMADO LAS 4 P (NUEVO),A,0000000000,RD.CPeña,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145887,CAF LARA 01,A,0000000000,RD.CPeña.SFranco,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145890,COL CARMEN 03,A,0000000000,RD.CPeña.SFranco,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145891,COLMADO FEDERIC,A,0000000000,RD.CPeña.WEspinal,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
145973,FANTASIA LOS TRES HERMANOS,A,0000000000,RD.EMontero,LA RAQUETA BARAHONA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
146030,ALEX CELULARES,A,0000000000,RD.DRosarioR,LOS MAMEYES,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
146032,COLMADO LP MARQUET,A,0000000000,RD.ECollado.RMurray,LAS PRADERAS,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
146033,MORETA CAFÉ,A,0000000000,Rd.ECollado.SMoreta,BARRIO SAN MIGUEL KM 8,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
146081,CAFETERIA EL ESCONDITE,A,0000000000,RD.DSantana,VILLA CERRO,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
